path,classification,current_path,area,decision,evidence,reason,inspection,baseline_sha256,current_sha256
tests/auth-routing.test.mjs,CONSOLIDATE,tests/auth-routing.test.mjs,Regression verification,,tmp/reset-test-calls.json,Remove assertions only for retired UI/Results implementations; preserve all remaining behavior expectations. See change table.,source-reviewed removal/consolidation,d249cd1f5df36855fa820f9643140d8026a8dab8a7eb9c41d74986285257ffe2,a9dc7ea14cd971e7e22ee78325d8932bb8dfb6812c0a2627c18c7f6d9c405d61
tests/auth-simplicity-v2.test.mjs,KEEP,tests/auth-simplicity-v2.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,26aac14dc0eb8b77cf22f19ca23dea7d94a0974bf1d369c57c524e2d17256e83,26aac14dc0eb8b77cf22f19ca23dea7d94a0974bf1d369c57c524e2d17256e83
tests/auth-visual-refinement-v2.test.mjs,KEEP,tests/auth-visual-refinement-v2.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,ac13a6e8849364c90144c4f3045e6bb9ff8707ab7fa3da58228652df4f52abe5,ac13a6e8849364c90144c4f3045e6bb9ff8707ab7fa3da58228652df4f52abe5
tests/authorized-catalog-step-5a.test.mjs,KEEP,tests/authorized-catalog-step-5a.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,5f86ebc0953ef9c4a9592fbb074438ec23ad5035a0ef61cfd42e0832a582eac6,5f86ebc0953ef9c4a9592fbb074438ec23ad5035a0ef61cfd42e0832a582eac6
tests/billing-checkout-currency-readiness.test.mjs,KEEP,tests/billing-checkout-currency-readiness.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,14b7c5e199010672913a276c4ab7addc12ea1dd25625675d8015b19a90cebbc7,14b7c5e199010672913a276c4ab7addc12ea1dd25625675d8015b19a90cebbc7
tests/billing-checkout-single-flight.test.mjs,KEEP,tests/billing-checkout-single-flight.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,bf44ced247139bbdc964b8272a6d4ec16136680e1d6dc1560586cd6a4e46ca41,bf44ced247139bbdc964b8272a6d4ec16136680e1d6dc1560586cd6a4e46ca41
tests/billing-launch.test.mjs,KEEP,tests/billing-launch.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,2ca4e560789ce8772612a0ca872bc19bdcc55a0559090b7e59ed15345929ff1c,2ca4e560789ce8772612a0ca872bc19bdcc55a0559090b7e59ed15345929ff1c
tests/billing-payment-recovery.test.mjs,KEEP,tests/billing-payment-recovery.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,a2a88bce9d4d15ae5d4b16a7d339707506f1c02fa6c1f805177d484debe53256,a2a88bce9d4d15ae5d4b16a7d339707506f1c02fa6c1f805177d484debe53256
tests/billing-plan.test.mjs,KEEP,tests/billing-plan.test.mjs,Regression verification,,tmp/reset-test-calls.json,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,61d33e544eaa40745f95104faf5da484fa068065dc5e2cfe54a099f15c96d260,61d33e544eaa40745f95104faf5da484fa068065dc5e2cfe54a099f15c96d260
tests/billing-recovery-ux.test.mjs,KEEP,tests/billing-recovery-ux.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,f7ae32d1f775ab890c216b9dfd920a96606db4528ced85cc75c1b548934232c6,f7ae32d1f775ab890c216b9dfd920a96606db4528ced85cc75c1b548934232c6
tests/billing-sandbox-e2e-gate.test.mjs,KEEP,tests/billing-sandbox-e2e-gate.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,a078e75b5958dfb350f6ae77ad3084729f91d9dfde22d69e8ec9920606322e66,a078e75b5958dfb350f6ae77ad3084729f91d9dfde22d69e8ec9920606322e66
tests/billing-scheduled-cancellation.test.mjs,KEEP,tests/billing-scheduled-cancellation.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,d871c40f07b59d35cc1dc1237531402f3ffdfface9027dbe0ab30ef8b7417e05,d871c40f07b59d35cc1dc1237531402f3ffdfface9027dbe0ab30ef8b7417e05
tests/billing-webhook-ordering.test.mjs,KEEP,tests/billing-webhook-ordering.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,e3bc12dbb83ebd1a57c25d1a8dab4de62600b16ececbdbe8d1184c8db71da89a,e3bc12dbb83ebd1a57c25d1a8dab4de62600b16ececbdbe8d1184c8db71da89a
tests/brand-auth-product-integrity.test.mjs,CONSOLIDATE,tests/brand-auth-product-integrity.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Remove assertions only for retired UI/Results implementations; preserve all remaining behavior expectations. See change table.,source-reviewed removal/consolidation,aaf852a7303b0fdb6752c91c8dcd33615d36d69878c51ecbb2452c8eb2731474,1fdb04241dd213fcf2ee7d311c7a0cbe7fa78d1824df4b68a89e3defe0c25598
tests/brand-color-system.test.mjs,CONSOLIDATE,tests/brand-color-system.test.mjs,Regression verification,,tmp/reset-test-calls.json,Remove assertions only for retired UI/Results implementations; preserve all remaining behavior expectations. See change table.,source-reviewed removal/consolidation,c54684c37f8db6c33b67782f69733b47cf81e2601fd69507d4341417c050ce91,2dfd854fd976ec64c3728434ee66ac8a5b84156e92c57904f31eba6628257493
tests/canonical-care-deployment-compatibility.test.mjs,KEEP,tests/canonical-care-deployment-compatibility.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,9fa07b3fe0818a1b9eaa17853b0736a08c4c50bcad4fe5bd328b7d148f0616b3,9fa07b3fe0818a1b9eaa17853b0736a08c4c50bcad4fe5bd328b7d148f0616b3
tests/canonical-memory-suggestion.test.mjs,KEEP,tests/canonical-memory-suggestion.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,d9b4c8717122b86ddf8e43266dc725e8f7c8e9ddf9fdd007b7fc376566a076f2,d9b4c8717122b86ddf8e43266dc725e8f7c8e9ddf9fdd007b7fc376566a076f2
tests/care-entry-route-auth.test.mjs,KEEP,tests/care-entry-route-auth.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,1598dc60d4684ddb781bb69b4de87ad07662429f068e39a843bc160ed5e2ac1d,1598dc60d4684ddb781bb69b4de87ad07662429f068e39a843bc160ed5e2ac1d
tests/care-entry-write-authority.test.mjs,KEEP,tests/care-entry-write-authority.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,902755520dc7ff3e4aa36d181a544b964e5a71ed0eef750409539548fef7b17e,902755520dc7ff3e4aa36d181a544b964e5a71ed0eef750409539548fef7b17e
tests/care-log.test.mjs,KEEP,tests/care-log.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,ae75db87dc49de795ac8b357f053bf49225a1a09b1174dbd27fe0338ee39a859,ae75db87dc49de795ac8b357f053bf49225a1a09b1174dbd27fe0338ee39a859
tests/care-persistence-state-repair.test.mjs,KEEP,tests/care-persistence-state-repair.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,75fbc4a23c0f62151e4c1ed65f9f1c905c256f83ed5347319e8c37eb385eb541,75fbc4a23c0f62151e4c1ed65f9f1c905c256f83ed5347319e8c37eb385eb541
tests/cat-readiness.test.mjs,KEEP,tests/cat-readiness.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,4899f9ed1c2b2e07168e012517263d761337ef0ab62ad138628433277bd3dd61,4899f9ed1c2b2e07168e012517263d761337ef0ab62ad138628433277bd3dd61
tests/catalog-compatibility-source.test.mjs,KEEP,tests/catalog-compatibility-source.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,15ec34e956ef9bc3992acfcdc6ef05b8fec0fb4bc39463f55dab412969dfec3c,15ec34e956ef9bc3992acfcdc6ef05b8fec0fb4bc39463f55dab412969dfec3c
tests/catalog-domain.test.mjs,KEEP,tests/catalog-domain.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,e1a0a7be7bb0a78af20e4ed23587576c407d83c9c7255cbbc123421b55296879,e1a0a7be7bb0a78af20e4ed23587576c407d83c9c7255cbbc123421b55296879
tests/catalog-first-shop.test.mjs,KEEP,tests/catalog-first-shop.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,5562c6bd74711d05bbc30741e3e02248c0d05c9918a25e269c0b0b683ecaac2d,5562c6bd74711d05bbc30741e3e02248c0d05c9918a25e269c0b0b683ecaac2d
tests/catalog-ingestion-adapters.test.mjs,KEEP,tests/catalog-ingestion-adapters.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,a2a52573c694c3b96b8474545e3ecfee6f85cc96d1c1a4d03b2e722982a0644b,a2a52573c694c3b96b8474545e3ecfee6f85cc96d1c1a4d03b2e722982a0644b
tests/catalog-ingestion-dedup-trust.test.mjs,KEEP,tests/catalog-ingestion-dedup-trust.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,f2944c98de3a6950b334964b0faba37659ee0ba219027f54c48e42ce4408086c,f2944c98de3a6950b334964b0faba37659ee0ba219027f54c48e42ce4408086c
tests/catalog-ingestion-pipeline.test.mjs,KEEP,tests/catalog-ingestion-pipeline.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,870a96d14718f86cc70812f80051ff40b7e6d26fe3e6b225fc92311d609dc60f,870a96d14718f86cc70812f80051ff40b7e6d26fe3e6b225fc92311d609dc60f
tests/catalog-ingestion-security-source.test.mjs,KEEP,tests/catalog-ingestion-security-source.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,f213c50e0da3570677ca652497c29cdd49d36ac126c4ec546c2d58ead6ef37a4,f213c50e0da3570677ca652497c29cdd49d36ac126c4ec546c2d58ead6ef37a4
tests/catalog-ingestion-validation.test.mjs,KEEP,tests/catalog-ingestion-validation.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,cad13a16d8ec808bec4ba943ceeb0386d15db607d289854a5716f8c38c1ffe2d,cad13a16d8ec808bec4ba943ceeb0386d15db607d289854a5716f8c38c1ffe2d
tests/catalog-schema.test.mjs,KEEP,tests/catalog-schema.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,fd0c962e055810422f60d7bdf9b9331ef3d49c823c42b6ba27a54a76abc17d96,fd0c962e055810422f60d7bdf9b9331ef3d49c823c42b6ba27a54a76abc17d96
tests/catalog-seed.test.mjs,KEEP,tests/catalog-seed.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,20169be3808d0efdcc098952ab10d9c343f3a4e739d574af8858a589fdbafaed,20169be3808d0efdcc098952ab10d9c343f3a4e739d574af8858a589fdbafaed
tests/cleanup-scripts-environment.test.mjs,KEEP,tests/cleanup-scripts-environment.test.mjs,Regression verification,,docs/ask-resolution-status-grounding.md,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,1123876cdeb171c440e1b4d45efb278f880f0a5c8abeaf2d0ce646d1e1ffb28d,1123876cdeb171c440e1b4d45efb278f880f0a5c8abeaf2d0ce646d1e1ffb28d
tests/concern-recovery-source.test.mjs,KEEP,tests/concern-recovery-source.test.mjs,Regression verification,,docs/ask-evidence-contract-stage-1.md,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,6a903b7d4e89aeaf7f6daa953ce809d38aa216c4d3e43ff7a52f554e596a2e14,6a903b7d4e89aeaf7f6daa953ce809d38aa216c4d3e43ff7a52f554e596a2e14
tests/core-loop-stability.test.mjs,CONSOLIDATE,tests/core-loop-stability.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Remove assertions only for retired UI/Results implementations; preserve all remaining behavior expectations. See change table.,source-reviewed removal/consolidation,29ae57bd1120a0b04c1ac7a3655e9536e31e78b69eee03c69e5a65d381b1a1a0,4015cbd878e8cc0bbace11cd9748dedba4850e55254b71a04c04e6a057d57766
tests/design-system-step-1.test.mjs,KEEP,tests/design-system-step-1.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,164a6fa8d27d4529f6573e479578ac37dba211138eae7d194adf9fd461ef1e9a,164a6fa8d27d4529f6573e479578ac37dba211138eae7d194adf9fd461ef1e9a
tests/edit-pet-v1-simple.test.mjs,KEEP,tests/edit-pet-v1-simple.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,5724ac0159438f4888ec7c7742c46c2cc2dc0300295304812271d2035f3cb64a,5724ac0159438f4888ec7c7742c46c2cc2dc0300295304812271d2035f3cb64a
tests/effective-history-projection.test.mjs,KEEP,tests/effective-history-projection.test.mjs,Regression verification,,docs/ask-lifetime-history-audit.md,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,cdc0aae2ba6a23c59603d1cf861186f8ace97a2372583be63e1cd2a8b62245ef,cdc0aae2ba6a23c59603d1cf861186f8ace97a2372583be63e1cd2a8b62245ef
tests/entitlement-boundary-p0.test.mjs,KEEP,tests/entitlement-boundary-p0.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,e1f0d99c4784e4516681fff79f0a68f71f180f39581ce4b5410c64556b2837fe,e1f0d99c4784e4516681fff79f0a68f71f180f39581ce4b5410c64556b2837fe
tests/episode-presentation.test.mjs,KEEP,tests/episode-presentation.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,2bee8fafe26df984c51d88f5418e0a615ba75b5ed5f3dd917c23124cc83359d3,2bee8fafe26df984c51d88f5418e0a615ba75b5ed5f3dd917c23124cc83359d3
tests/feature-failure.test.mjs,KEEP,tests/feature-failure.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,6ccf747ecd99f661700580b0ddf5702c0be5e73da40d5d8c860c371c154d3dfd,6ccf747ecd99f661700580b0ddf5702c0be5e73da40d5d8c860c371c154d3dfd
tests/feature-provider-compatibility.test.mjs,KEEP,tests/feature-provider-compatibility.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,6d06cd51bdc2c7cb83730b4f86efc8212fe74837b0c65175263efda0ec40ec8b,6d06cd51bdc2c7cb83730b4f86efc8212fe74837b0c65175263efda0ec40ec8b
tests/final-global-ui-polish.test.mjs,KEEP,tests/final-global-ui-polish.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,47d57557623541a9c1d42cdd98ac2525a8754f7915badefb30a54238b5be08ee,47d57557623541a9c1d42cdd98ac2525a8754f7915badefb30a54238b5be08ee
tests/final-visible-finishing.test.mjs,KEEP,tests/final-visible-finishing.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,fd6253df6538f40ad6bf80a5a254aaf4d47da6bc4264c01fb7861cfd91035d1f,fd6253df6538f40ad6bf80a5a254aaf4d47da6bc4264c01fb7861cfd91035d1f
tests/final-visual-direction-reset.test.mjs,KEEP,tests/final-visual-direction-reset.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,67f0ea3ae030549c3d545dabc09d7904878d342e79cba905dfadbd29bd6df6a3,67f0ea3ae030549c3d545dabc09d7904878d342e79cba905dfadbd29bd6df6a3
tests/fixtures/ask-conversation-browser.js,KEEP,tests/fixtures/ask-conversation-browser.js,Regression verification,,scripts/audits/ask-memory-browser.mjs,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,c846dbba43130e51945f5512797a30878c3ade7ce6051f02527b37b46d3283f6,c846dbba43130e51945f5512797a30878c3ade7ce6051f02527b37b46d3283f6
tests/fixtures/ask-conversation-evaluations.mjs,KEEP,tests/fixtures/ask-conversation-evaluations.mjs,Regression verification,,docs/ask-lifetime-history-audit.md,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,93c711ac7e91ccc762c1a50496e9bac3e614454884229bad565ee4dbd74572cd,93c711ac7e91ccc762c1a50496e9bac3e614454884229bad565ee4dbd74572cd
tests/fixtures/ask-memory-browser.js,KEEP,tests/fixtures/ask-memory-browser.js,Regression verification,,docs/ask-memory-browser-acceptance.md; scripts/audits/ask-memory-browser.mjs,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,8defea64d629b3de953aa4216f33e39666b50211b72849eb49dedff7de8685ae,8defea64d629b3de953aa4216f33e39666b50211b72849eb49dedff7de8685ae
tests/fixtures/ask-presentation-browser.js,KEEP,tests/fixtures/ask-presentation-browser.js,Regression verification,,scripts/audits/ask-memory-browser.mjs,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,86671ae895efda95fdad98f2904ad078334b08ce5c57c10ab78aa411c2e06859,86671ae895efda95fdad98f2904ad078334b08ce5c57c10ab78aa411c2e06859
tests/fixtures/ask-presentation-snapshots.js,KEEP,tests/fixtures/ask-presentation-snapshots.js,Regression verification,,scripts/audits/ask-memory-browser.mjs; scripts/audits/ask-presentation.cases.mjs; tests/fixtures/ask-presentation-browser.js,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,c80ea4a64b6d6ec7de5bde105619d38285804ede46bc83f2df4a8292ff9f5d78,c80ea4a64b6d6ec7de5bde105619d38285804ede46bc83f2df4a8292ff9f5d78
tests/fixtures/authorized-catalog-step-5a.json,KEEP,tests/fixtures/authorized-catalog-step-5a.json,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,12eb3da202d88c2a9cf1295d3c55c727595404c2a43c39863f699cf046596670,12eb3da202d88c2a9cf1295d3c55c727595404c2a43c39863f699cf046596670
tests/fixtures/catalog-ingestion/duplicate-candidates.json,KEEP,tests/fixtures/catalog-ingestion/duplicate-candidates.json,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,08f728f67574649f6670c6681c83add3acf5272e9f22a25f4543a838b839a6cd,08f728f67574649f6670c6681c83add3acf5272e9f22a25f4543a838b839a6cd
tests/fixtures/catalog-ingestion/example-products.csv,KEEP,tests/fixtures/catalog-ingestion/example-products.csv,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,e37ba0cfb83100ed92f90f1f2244832c7e6e99e234130b531dcade1c0adaac27,e37ba0cfb83100ed92f90f1f2244832c7e6e99e234130b531dcade1c0adaac27
tests/fixtures/catalog-ingestion/example-products.json,KEEP,tests/fixtures/catalog-ingestion/example-products.json,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,2977083805ada667146000b152209b2ac1857633d8f0ff276c9c9682a99c15d5,2977083805ada667146000b152209b2ac1857633d8f0ff276c9c9682a99c15d5
tests/fixtures/furvise-voice-v2-benchmarks.mjs,KEEP,tests/fixtures/furvise-voice-v2-benchmarks.mjs,Regression verification,,tests/ask-quality-evaluation.test.mjs,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,47e646e3312ab141ad4ff0c74a9325bd4f7d5f0294edcd4c604fb8b8515bf5e0,47e646e3312ab141ad4ff0c74a9325bd4f7d5f0294edcd4c604fb8b8515bf5e0
tests/furvise-conversational-architecture-v1.test.mjs,KEEP,tests/furvise-conversational-architecture-v1.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,f0ceb20b405e03b6ae49c75782ec13dda0c9958aa2d1d657ed4ba8797c08d631,f0ceb20b405e03b6ae49c75782ec13dda0c9958aa2d1d657ed4ba8797c08d631
tests/furvise-intelligence-engine.test.mjs,KEEP,tests/furvise-intelligence-engine.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,f7b16272607b687e41f7966befdc05c7070d2b738c3dbbcf3c129727ada67637,f7b16272607b687e41f7966befdc05c7070d2b738c3dbbcf3c129727ada67637
tests/furvise-voice.test.mjs,KEEP,tests/furvise-voice.test.mjs,Regression verification,,tmp/reset-test-calls.json,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,8bf1017571b30fba2aa0da24c13dc1fc3d7701b4277bac7126524a52dbe591ad,8bf1017571b30fba2aa0da24c13dc1fc3d7701b4277bac7126524a52dbe591ad
tests/google-auth.test.mjs,KEEP,tests/google-auth.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,66ce6cb30fc721a8a52f94490781d352d6a711c97b3cc117cc99ed88d3da3401,66ce6cb30fc721a8a52f94490781d352d6a711c97b3cc117cc99ed88d3da3401
tests/header-logo-glass-polish.test.mjs,KEEP,tests/header-logo-glass-polish.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,040e6c85c865b633fe9be4b4b56d731df43f56df01c77ccddb3c60e233522eb2,040e6c85c865b633fe9be4b4b56d731df43f56df01c77ccddb3c60e233522eb2
tests/history-deletion-semantics.test.mjs,KEEP,tests/history-deletion-semantics.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,cc551e1412f7a9e8eab010c121fdc86599eab44a77708876d142d8ef9885cb63,cc551e1412f7a9e8eab010c121fdc86599eab44a77708876d142d8ef9885cb63
tests/history-v1-archive.test.mjs,KEEP,tests/history-v1-archive.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,0a434fc33f7c5ccf53e5d5cff109d311c7c362885b3cd6d4c2933247a209229e,0a434fc33f7c5ccf53e5d5cff109d311c7c362885b3cd6d4c2933247a209229e
tests/information-architecture-simplification.test.mjs,KEEP,tests/information-architecture-simplification.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,8a5c28df49c49d6bab28bbdc9189d340a6aef6d7a7fb9b834576cbfa778d3a7c,8a5c28df49c49d6bab28bbdc9189d340a6aef6d7a7fb9b834576cbfa778d3a7c
tests/intelligence-phase-2.test.mjs,CONSOLIDATE,tests/intelligence-phase-2.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Remove assertions only for retired UI/Results implementations; preserve all remaining behavior expectations. See change table.,source-reviewed removal/consolidation,602607a0d121d2693113b78c4a9c8573a240bcd2758ea18e5d9058bf172dae43,22a4c2dd7ac83e79d59bebbf91feaffedf5b797140cef78dd40aa545ac7368d9
tests/intelligence-phase-3a-episodes.test.mjs,KEEP,tests/intelligence-phase-3a-episodes.test.mjs,Regression verification,,repository/CI/operator/evidence entry; see feature inventory,Discovered Node regression test or fixture; preserve required behavior assertions and isolated provider/DB coverage.,structural/content reference scan; retained conservatively,7e75ce89354899a2844ca5d84909714fe1e618790f97675801de568c810e1cb8,7e75ce89354899a2844ca5d84909714fe1e618790f97675801de568c810e1cb8
